"#","Team Name","User","Points","League Rank","Record"
"9074","Chaseing the W","pauljlamb1","130.00","9","0-2-0"
"9075","ebonhawk36","ebonhawk36","130.00","5","2-0-0"
"9076","Harold & Ja’Marr","jrgfrigo","130.00","6","1-1-0"
"9077","Hampton Inn","kbleyer","129.96","5","2-0-0"
"9078","Sulla Felix","howiem","129.96","4","2-0-0"
"9079","aueagle","aueagle","129.96","8","0-2-0"
"9080","Puke Nukem","solidxsnake","129.96","6","1-1-0"
"9081","General Sorness","squarertiar","129.96","4","2-0-0"
"9082","I Touchdown There","rammy1990","129.96","5","2-0-0"
"9083","bmbeyers","bmbeyers","129.96","9","0-2-0"
"9084","The Nut Busters","earham","129.96","6","1-1-0"
"9085","Knumbskullz","calledstrike0","129.96","8","0-2-0"
"9086","escobar4040","escobar4040","129.96","6","1-1-0"
"9087","Jabba The Hutt Hutt Hike","kjclover","129.96","6","1-1-0"
"9088","samj019","samj019","129.96","3","2-0-0"
"9089","chemsalesguy","chemsalesguy","129.96","4","2-0-0"
"9090","Chase VenturaPetDetective","kylersstudybuddy","129.96","4","2-0-0"
"9091","mrsmiley88","mrsmiley88","129.96","8","0-2-0"
"9092","yrocker","yrocker","129.96","8","1-1-0"
"9093","Nacua’s Love Bites","jconn711","129.96","5","2-0-0"
"9094","Without Love","sgtsnowpants","129.96","5","2-0-0"
"9095","Infinty Ward","swoosh26","129.96","3","2-0-0"
"9096","Phins Up 🐬","anthonydurantula","129.94","5","2-0-0"
"9097","Da Prears","apocolypsemeow","129.94","4","2-0-0"
"9098","saxophanatic","saxophanatic","129.94","7","1-1-0"
"9099","thewolfpack16","thewolfpack16","129.92","5","2-0-0"
"9100","Mayeday Mayeday","mcwhataburger","129.92","5","2-0-0"
"9101","This Is The Maye","woolfman850","129.92","5","2-0-0"
"9102","cordashio75","cordashio75","129.92","6","1-1-0"
"9103","soap48","soap48","129.92","3","2-0-0"
"9104","Miss New Booty","missnewbootyff","129.90","8","0-2-0"
"9105","Gibby Neutron","sundaysoldier12","129.90","4","2-0-0"
"9106","Show Me Ya TDs","tony2timezz","129.90","5","1-1-0"
"9107","ianat","ianat","129.90","5","2-0-0"
"9108","Can’t Say Effuctive","pocketpatnw","129.90","5","2-0-0"
"9109","dgpilot","dgpilot","129.90","6","1-1-0"
"9110","Secret Achane Man!","ohshizzle","129.90","4","2-0-0"
"9111","BeetleJuice","laxromero","129.90","5","2-0-0"
"9112","yangster415","yangster415","129.90","8","0-2-0"
"9113","xbigrock","xbigrock","129.90","6","2-0-0"
"9114","tsplan","tsplan","129.86","4","2-0-0"
"9115","dimservice","dimservice","129.86","6","1-1-0"
"9116","justello","justello","129.86","5","2-0-0"
"9117","airjordy-87","airjordy-87","129.86","5","2-0-0"
"9118","Skully never Surrenders","flores1625","129.86","4","2-0-0"
"9119","mattwheeler3","mattwheeler3","129.86","8","0-2-0"
"9120","simontalvo2","simontalvo2","129.86","5","2-0-0"
"9121","wigginswharf","wigginswharf","129.86","6","1-1-0"
"9122","davithrwc","davithrwc","129.86","6","1-1-0"
"9123","coasters","coasters","129.86","6","1-1-0"
"9124","SunGod & MoonKnight","mambapapa","129.86","3","2-0-0"
"9125","Mark Davis' Bowl Cut","lasvegastommy","129.86","8","0-2-0"
"9126","Njigba please","afentura","129.86","4","2-0-0"
"9127","bgtl","bgtl","129.86","6","1-1-0"
"9128","thrillphil46","thrillphil46","129.86","5","1-1-0"
"9129","nyzyn","nyzyn","129.86","6","1-1-0"
"9130","Kay-Train Express","dezru","129.86","9","0-2-0"
"9131","tbuckk","tbuckk","129.86","5","2-0-0"
"9132","98burn","98burn","129.86","4","2-0-0"
"9133","Daniel-san","socalbush","129.86","7","1-1-0"
"9134","In Haunches We Trust","mock173","129.86","8","0-2-0"
"9135","kristobisto","kristobisto","129.86","7","1-1-0"
"9136","General Soreness","hippobreath","129.86","4","2-0-0"
"9137","gradas","gradas","129.86","4","2-0-0"
"9138","Erjay Burgers","scottmiscavish","129.84","6","1-1-0"
"9139","Playmakers","nascar215","129.84","7","1-1-0"
"9140","Amonster's INC","lionsfanonepride","129.84","6","1-1-0"
"9141","handtohandwombat","handtohandwombat","129.82","6","1-1-0"
"9142","corycllr","corycllr","129.82","4","2-0-0"
"9143","Finkle is Einhorn","thorinoaknchill","129.82","5","2-0-0"
"9144","Team AARP","jimcz","129.82","3","2-0-0"
"9145","capngylfi","capngylfi","129.82","8","0-2-0"
"9146","Horseboy’s Naberhood","mrfuumanchu206","129.80","8","1-1-0"
"9147","guccimae","guccimae","129.80","5","2-0-0"
"9148","kaz0410","kaz0410","129.80","6","1-1-0"
"9149","Walker Texas Ranger","jamisont1994","129.80","6","1-1-0"
"9150","The Mullet Militia","powerfulsam","129.76","5","1-1-0"
"9151","Sudbury Tubers","paddybeebop","129.76","5","2-0-0"
"9152","Never Gonna Gibbs You Up","adachia","129.76","4","2-0-0"
"9153","Kraft T-Mac n Cheese","breagan412","129.76","6","1-1-0"
"9154","Nacua Matata","bkoman11","129.76","3","2-0-0"
"9155","keepmeattucked","keepmeattucked","129.76","4","2-0-0"
"9156","downs on your shough","dmcannon318","129.76","5","2-0-0"
"9157","tomkinghorn","tomkinghorn","129.76","4","2-0-0"
"9158","chiefsuk","chiefsuk","129.76","7","1-1-0"
"9159","overland1911","overland1911","129.76","6","1-1-0"
"9160","travis97","travis97","129.76","6","1-1-0"
"9161","Banking on Wide Receivers","tehbankertin","129.76","7","1-1-0"
"9162","Lamar Wars","jpancakes","129.76","6","1-1-0"
"9163","Scarlet and Gray","ttracy43","129.76","6","1-1-0"
"9164","MEAT","papafigs","129.76","9","0-2-0"
"9165","superbills","superbills","129.76","4","2-0-0"
"9166","tristinhursey","tristinhursey","129.76","5","2-0-0"
"9167","dcacciabeve","dcacciabeve","129.76","4","2-0-0"
"9168","Rusty Elephants","schaefer126","129.76","6","1-1-0"
"9169","One in a McMillan","giants86","129.74","4","2-0-0"
"9170","mrp0tat0","mrp0tat0","129.72","7","1-1-0"
"9171","soddy","soddy","129.72","6","1-1-0"
"9172","Cook in the Pitts","docb51","129.72","6","1-1-0"
"9173","SRQ Foreskins","j-mac87","129.72","3","2-0-0"
"9174","O-Bijan Kenobi","jrizzo11","129.72","4","2-0-0"
"9175","HornDogs","burnshot","129.70","8","0-2-0"
"9176","losersbracket44","losersbracket44","129.70","6","1-1-0"
"9177","Here Comes the Bain","levikr91","129.70","6","1-1-0"
"9178","sydneygrace","sydneygrace","129.70","4","2-0-0"
"9179","The real Jered","goofyjj","129.70","4","2-0-0"
"9180","shekmtell17","shekmtell17","129.70","6","1-1-0"
"9181","macshonka","macshonka","129.70","6","1-1-0"
"9182","kingswood207","kingswood207","129.70","4","2-0-0"
"9183","mattyice4224","mattyice4224","129.70","7","1-1-0"
"9184","umpolo","umpolo","129.70","6","1-1-0"
"9185","Griddy in the Hamptons","jackdlb","129.68","6","2-0-0"
"9186","J’s for the win","flapjack607","129.66","5","2-0-0"
"9187","chuckyybill","chuckyybill","129.66","6","1-1-0"
"9188","brexitballer","brexitballer","129.66","8","1-1-0"
"9189","jbkav","jbkav","129.66","5","2-0-0"
"9190","baldnbeautiful3","baldnbeautiful3","129.66","7","1-1-0"
"9191","Andy's Mock Draft Lozenge","dontlookupp","129.66","7","1-1-0"
"9192","bspills","bspills","129.66","6","1-1-0"
"9193","Happy Billmore","jordans184","129.66","4","2-0-0"
"9194","JamesonShakirNotStirred","hahnidelux","129.66","6","1-1-0"
"9195","slimes go where i go","matthewmoore1994","129.66","5","2-0-0"
"9196","Rome If You Want To","super21dav","129.66","6","2-0-0"
"9197","Turn your head and Goff","captaincamo52","129.66","5","1-1-0"
"9198","kingrod34","kingrod34","129.66","5","2-0-0"
"9199","Upstanding Citizens","kansil","129.66","5","2-0-0"
"9200","grandpaturner","grandpaturner","129.66","4","2-0-0"
"9201","gstuder","gstuder","129.66","4","2-0-0"
"9202","Here Comes the Sun God","schmoopdawg14","129.66","3","2-0-0"
"9203","jaxonb85","jaxonb85","129.66","6","2-0-0"
"9204","Substation Superstars","tolbert","129.66","6","1-1-0"
"9205","THE DIMINISHER","jason2025","129.66","7","1-1-0"
"9206","ZlindShady","zlindy","129.64","6","1-1-0"
"9207","scarredninja","scarredninja","129.64","4","2-0-0"
"9208","deezym1","deezym1","129.64","6","1-1-0"
"9209","rhayesfb40","rhayesfb40","129.62","4","2-0-0"
"9210","guccifelix3huna","guccifelix3huna","129.62","5","2-0-0"
"9211","ceejay2489","ceejay2489","129.62","6","1-1-0"
"9212","ryanlynch2","ryanlynch2","129.62","4","2-0-0"
"9213","pnee33","pnee33","129.62","9","0-2-0"
"9214","JT & The Holy Grail","hboese1994","129.62","4","2-0-0"
"9215","fudas2001","fudas2001","129.60","6","1-1-0"
"9216","phi1thy","phi1thy","129.60","4","2-0-0"
"9217","K2","slates2","129.60","6","1-1-0"
"9218","jzinke4440","jzinke4440","129.60","6","1-1-0"
"9219","Jay Grizzlers","smalltowngrill","129.60","4","2-0-0"
"9220","ssheppard3","ssheppard3","129.60","4","2-0-0"
"9221","CarAccidents&Concussions","hvitdjevel","129.60","4","2-0-0"
"9222","drujz","drujz","129.60","6","1-1-0"
"9223","Polk High Panthers","sromanin","129.56","5","2-0-0"
"9224","clvt","clvt","129.56","9","0-2-0"
"9225","The Price is Right","garyvetrone","129.56","5","1-1-0"
"9226","Show me dem TD’s","frerichs6","129.56","5","1-1-0"
"9227","Nobody Beats Goff","patpharm","129.56","7","1-1-0"
"9228","tmazz","tmazz","129.56","4","2-0-0"
"9229","stankiemuniz","stankiemuniz","129.56","5","1-1-0"
"9230","rsuter","rsuter","129.56","5","1-1-0"
"9231","Joshy McCaffface","mads_au","129.56","5","2-0-0"
"9232","Deucer of the Day","jcculle23","129.56","4","2-0-0"
"9233","Jardian’s Fries","jonesm192","129.56","4","1-1-0"
"9234","bwagx","bwagx","129.56","5","2-0-0"
"9235","mr_butterface","mr_butterface","129.54","5","2-0-0"
"9236","541dak","541dak","129.54","4","2-0-0"
"9237","xwonderboyxx","xwonderboyxx","129.52","4","2-0-0"
"9238","The Man in Jaymyrror","pschuneman","129.52","4","2-0-0"
"9239","akor1202","akor1202","129.52","5","1-1-0"
"9240","Silence of the Lamb","gbdan312","129.52","5","2-0-0"
"9241","kayotic30","kayotic30","129.52","5","2-0-0"
"9242","cbradley22","cbradley22","129.50","5","1-1-0"
"9243","shahman18","shahman18","129.50","5","2-0-0"
"9244","EastTX Skeeters","tyleradams","129.50","4","2-0-0"
"9245","tsbrannon","tsbrannon","129.50","3","2-0-0"
"9246","I’m Here For The Scraps","mroll9","129.50","4","2-0-0"
"9247","The Trevor Ending Story","5280payne","129.50","3","2-0-0"
"9248","babyywilly","babyywilly","129.50","3","2-0-0"
"9249","Green Eggs & Hampton","jzwalters","129.50","4","2-0-0"
"9250","Immaculate Concepcion","sbens01","129.50","5","1-1-0"
"9251","etaber","etaber","129.50","6","1-1-0"
"9252","danethemayne","danethemayne","129.46","4","2-0-0"
"9253","cainkruse10","cainkruse10","129.46","6","1-1-0"
"9254","davidsal","davidsal","129.46","4","2-0-0"
"9255","dams","dams","129.46","4","2-0-0"
"9256","perpetually","perpetually","129.46","5","1-1-0"
"9257","White River Mutants","tzsmith","129.46","10","0-2-0"
"9258","simp1ejack","simp1ejack","129.46","4","2-0-0"
"9259","giddygriddy1","giddygriddy1","129.46","6","1-1-0"
"9260","logoandersen4","logoandersen4","129.46","4","2-0-0"
"9261","jaycrown","jaycrown","129.46","7","1-1-0"
"9262","DQ Jefe","tkirkham","129.46","6","1-1-0"
"9263","JD Tennessee Whiskey","ccristo","129.46","4","2-0-0"
"9264","flobo0101","flobo0101","129.46","6","1-1-0"
"9265","paaby01","paaby01","129.46","6","1-1-0"
"9266","bztheboss","bztheboss","129.44","8","1-1-0"
"9267","trod12","trod12","129.44","5","2-0-0"
"9268","Breece Lightning ⚡️","steviebzil","129.42","5","2-0-0"
"9269","jr318403","jr318403","129.42","5","1-1-0"
"9270","That Must Hurt","jordankurtis","129.42","3","2-0-0"
"9271","raylicious","raylicious","129.42","5","2-0-0"
"9272","Darnell Andersons","oldschoolerz","129.42","5","2-0-0"
"9273","Cookin' with Breece","jhaze","129.42","6","1-1-0"
"9274","🌽","jaykernn","129.40","5","2-0-0"
"9275","Touchdown there","reddevils","129.40","4","2-0-0"
"9276","nickeinarson","nickeinarson","129.40","5","2-0-0"
"9277","Ben Franklin’s Kite","tcnjgak","129.40","8","0-2-0"
"9278","The Burden of Greatness","lclemens","129.40","5","2-0-0"
"9279","Jaguar-Crayon Eaters FC","giannixtsunami","129.40","6","1-1-0"
"9280","74 Proof","chazrieb","129.40","3","2-0-0"
"9281","howlatyaboi","howlatyaboi","129.40","5","2-0-0"
"9282","Free Daejon Love","cdunc10","129.38","9","0-2-0"
"9283","LaPorta Potties","travistessandori","129.36","6","2-0-0"
"9284","ceedeestroyer","ceedeestroyer","129.36","5","2-0-0"
"9285","realdealspill","realdealspill","129.36","8","0-2-0"
"9286","Hit & Run Offense","chaney97","129.36","6","1-1-0"
"9287","justwinbaby23","justwinbaby23","129.36","8","0-2-0"
"9288","Maryland Heights Vipers","mhayden","129.36","9","0-2-0"
"9289","nicky2chins","nicky2chins","129.36","6","1-1-0"
"9290","fcb413","fcb413","129.36","3","2-0-0"
"9291","xrayman073","xrayman073","129.36","5","1-1-0"
"9292","seanrb","seanrb","129.36","4","2-0-0"
"9293","eastboundanddown","eastboundanddown","129.36","6","1-1-0"
"9294","freebird87","freebird87","129.36","6","1-1-0"
"9295","jpalm08","jpalm08","129.36","8","0-2-0"
"9296","Under My Thumb","otistbones","129.36","5","1-1-0"
"9297","Bevo’s Brigade","bwinans","129.36","5","2-0-0"
"9298","noberhaus","noberhaus","129.36","5","1-1-0"
"9299","futballfreak08","futballfreak08","129.36","7","1-1-0"
"9300","tannychuk","tannychuk","129.36","5","2-0-0"
"9301","rystad15","rystad15","129.36","4","2-0-0"
"9302","Chad Bowers + his McBride","russano1000","129.36","4","2-0-0"
"9303","Horseboy and his Phillies","cammycam99","129.34","4","2-0-0"
"9304","drlloyd","drlloyd","129.34","9","0-2-0"
"9305","cardpa","cardpa","129.34","6","1-1-0"
"9306","ctschoepe","ctschoepe","129.34","6","1-1-0"
"9307","Bucky Wild","salongo","129.34","5","2-0-0"
"9308","justinjsmith","justinjsmith","129.34","8","0-2-0"
"9309","Above and Bijan","davyrips29","129.34","5","2-0-0"
"9310","McConkeys Brown LoveLand","bt0825","129.32","3","2-0-0"
"9311","dondizzie","dondizzie","129.32","4","2-0-0"
"9312","Beagles","decker0729","129.32","3","2-0-0"
"9313","pushthepigskin","pushthepigskin","129.32","5","2-0-0"
"9314","snackpinata","snackpinata","129.30","3","2-0-0"
"9315","colinpf89","colinpf89","129.30","5","2-0-0"
"9316","Sun-God","bms95","129.30","6","1-1-0"
"9317","dekeese","dekeese","129.30","9","0-2-0"
"9318","texasjaguar","texasjaguar","129.30","6","1-1-0"
"9319","babakf","babakf","129.30","5","2-0-0"
"9320","Bunch o’ JAGs","cunningstunt","129.26","4","2-0-0"
"9321","WHITE BOWER","footballer13","129.26","9","0-2-0"
"9322","Substation FourtyIR’s","tonywonder99","129.26","6","1-1-0"
"9323","Nico’d & Dimed","andre6792","129.26","5","2-0-0"
"9324","jnolan04","jnolan04","129.26","6","1-1-0"
"9325","Maintain DeCorum","kain066","129.26","5","2-0-0"
"9326","Rome Empire","r0mes","129.26","7","1-1-0"
"9327","rafadgil","rafadgil","129.26","4","2-0-0"
"9328","Duval’s Finest","jdale57","129.26","7","1-1-0"
"9329","Shrine of Silver Lombardi","iwt25","129.26","6","1-1-0"
"9330","Love Thy Nabers","bsiler2311","129.26","5","2-0-0"
"9331","Robbmarkable","robbmarkable","129.26","6","1-1-0"
"9332","CHOWDAHEADZ","tysmooth1","129.26","9","0-2-0"
"9333","1st & Prepotente","fryfryfry09","129.24","4","2-0-0"
"9334","The Bad Boys for Life","jack7102","129.24","5","2-0-0"
"9335","metaldave","metaldave","129.24","4","2-0-0"
"9336","jcork117","jcork117","129.24","5","1-1-0"
"9337","sublimechik22","sublimechik22","129.22","6","1-1-0"
"9338","Love Hurts","alexfradoalv","129.22","4","2-0-0"
"9339","jared93","jared93","129.22","6","1-1-0"
"9340","Brown Town Touchdowns","garkusaurelius","129.22","3","2-0-0"
"9341","dangroff7732","dangroff7732","129.20","10","0-2-0"
"9342","DubDc3","deec3","129.20","6","1-1-0"
"9343","The Price is Right","stringer21","129.20","4","2-0-0"
"9344","bvitt","bvitt","129.20","6","1-1-0"
"9345","U cant Pickens Ur Nabers","bnellie316","129.20","4","2-0-0"
"9346","1whitezombie1","1whitezombie1","129.20","7","1-1-0"
"9347","nvulliet","nvulliet","129.20","5","1-1-0"
"9348","bigfuge202","bigfuge202","129.20","4","2-0-0"
"9349","wesb23","wesb23","129.18","3","2-0-0"
"9350","Let 'em Cook","djgorm","129.16","5","2-0-0"
"9351","rtrenfro","rtrenfro","129.16","4","2-0-0"
"9352","Embodiment of Mediocrity","gyoung08","129.16","5","2-0-0"
"9353","Dobbin Dees Nuts","nfaso912","129.16","6","2-0-0"
"9354","Ronkey Kong’s Bed Time","danrhyscarter","129.16","6","1-1-0"
"9355","Ceedeez Ws","erough","129.16","7","1-1-0"
"9356","biscotti28","biscotti28","129.16","5","2-0-0"
"9357","noahhhb","noahhhb","129.16","6","1-1-0"
"9358","specialk2k","specialk2k","129.16","8","0-2-0"
"9359","cb3x","cb3x","129.16","6","1-1-0"
"9360","arod25","arod25","129.16","4","2-0-0"
"9361","bigdave44","bigdave44","129.16","6","1-1-0"
"9362","mannnyfreshhh","mannnyfreshhh","129.16","4","2-0-0"
"9363","Autodraft Recovery Co","dooley1978","129.16","7","1-1-0"
"9364","Nacua Matata","rileyq7","129.14","6","1-1-0"
"9365","Cummanders","ghengisjohn69","129.14","4","2-0-0"
"9366","brewtowntrucker","brewtowntrucker","129.14","7","1-1-0"
"9367","juanderdad","juanderdad","129.14","5","2-0-0"
"9368","poopinonyou69","poopinonyou69","129.14","5","2-0-0"
"9369","Questionable at Best","questionablejoe","129.14","4","2-0-0"
"9370","Patman & Robin'son","bdoublus","129.12","6","2-0-0"
"9371","sheluvsball","sheluvsball","129.10","7","1-1-0"
"9372","aegontargs","aegontargs","129.10","6","1-1-0"
"9373","brattador","brattador","129.10","7","1-1-0"
"9374","Daks my quarterback!","heftylefty210","129.10","6","1-1-0"
"9375","Brock of Ages","gunboatbill91","129.10","3","2-0-0"
"9376","You scratched my CeeDee","mjlane314","129.10","4","2-0-0"
"9377","benish26","benish26","129.10","6","1-1-0"
"9378","ballorado","ballorado","129.06","7","1-1-0"
"9379","Lars Vegas Germinators","larsf2410","129.06","6","1-1-0"
"9380","The Dude","neoshomo","129.06","6","1-1-0"
"9381","McConkey Kong Country","kylebryans","129.06","8","0-1-1"
"9382","Puker Brown","dewaayyy","129.06","5","1-0-1"
"9383","scrubhub","scrubhub","129.06","5","2-0-0"
"9384","Kinky Bois","miniganter","129.06","6","1-1-0"
"9385","Hitchcock’s revenge","pc57","129.06","4","2-0-0"
"9386","Tony's uber driver","kggutz13","129.06","10","0-2-0"
"9387","the-itchy-onion","the-itchy-onion","129.06","5","2-0-0"
"9388","Relying on DA BEARS","tomhaverford","129.06","7","1-1-0"
"9389","Money Meat","swowl","129.06","5","1-1-0"
"9390","Swarskis Megalafans","bmow24","129.06","6","2-0-0"
"9391","Waddling in the Hamptons","luisalfonso30","129.06","5","1-1-0"
"9392","tbreezyxo","tbreezyxo","129.06","6","1-1-0"
"9393","Hadouken FC","clashlo","129.06","5","1-1-0"
"9394","instigatorz","instigatorz","129.04","8","0-2-0"
"9395","kevkoh833","kevkoh833","129.04","3","2-0-0"
"9396","The Tush Push Dynasty","davidjr2340","129.02","4","2-0-0"
"9397","lpet4","lpet4","129.02","5","2-0-0"
"9398","burnt","burnt","129.02","4","2-0-0"
"9399","grac34","grac34","129.00","5","2-0-0"
"9400","Dart to the Finish Line","upsdave85","129.00","6","1-1-0"
"9401","zmaul","zmaul","129.00","5","2-0-0"
"9402","trevs123","trevs123","129.00","4","2-0-0"
"9403","Point Breakers","oldmanhooch","129.00","7","1-1-0"
"9404","bendover618","bendover618","129.00","3","2-0-0"
"9405","mjk86","mjk86","129.00","8","0-2-0"
"9406","foooooooster","foooooooster","128.96","6","1-1-0"
"9407","Run Hubba Run!","cbooth42","128.96","4","2-0-0"
"9408","luckytweak","luckytweak","128.96","4","2-0-0"
"9409","Crumblin Herb","vinsanity2","128.96","4","1-1-0"
"9410","trevpeets","trevpeets","128.96","4","2-0-0"
"9411","jerradduncan","jerradduncan","128.96","6","1-1-0"
"9412","Daejon Love Fanclub","treetop3","128.96","4","2-0-0"
"9413","Caleb Thrilliams","pan820","128.96","8","0-2-0"
"9414","mightyklev","mightyklev","128.96","9","0-2-0"
"9415","Replacement Pigs","pigs1","128.96","6","1-1-0"
"9416","gmexie","gmexie","128.96","4","2-0-0"
"9417","djrealkc","djrealkc","128.96","5","2-0-0"
"9418","carth","carth","128.96","6","1-1-0"
"9419","notdess","notdess","128.94","3","2-0-0"
"9420","marchitect87","marchitect87","128.92","5","2-0-0"
"9421","harrybalsagna","harrybalsagna","128.92","3","2-0-0"
"9422","gw5589","gw5589","128.92","6","1-1-0"
"9423","Easy as A-B-CeeDee","vegasboy92","128.92","4","2-0-0"
"9424","waresdemdubs","waresdemdubs","128.92","9","0-2-0"
"9425","My Judkins Hurts","banzaidna","128.92","4","2-0-0"
